"","sample_name","Individual_Band","Exp_Year","Adult_or_Nestling","Sex","Capture_Date","Species","Location","Site","Nest","Capture_Number","Age","Mass","Bill.Head","Flat_Wing","Current_Brood_Size","Nestling_Fate","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","Nest_Fate","avg_day6_mass","exp_treat","NCBI_host_subject_ID"
"487","P19N008","259122557","2019","Adult","M","22-May-19","TRES","Ithaca","Unit_2","111","1","AHY",21.5,28.9,119,NA,"","Male accidentally caught","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul","Adult_259122557_22-May-19"
"488","P19N170","281128712","2019","Nestling","Unknown","09-Jun-19","TRES","Ithaca","Unit_2","111",NA,"15",18.5,NA,NA,5,"Died","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul","Day_15_nestling_281128712_15"
"489","P19N217","278171880","2019","Adult","M","12-Jun-19","TRES","Ithaca","Unit_2","127","1","AHY",21,28.7,120,NA,"","","Unit_2_127_2019","Color_Stress","Pred_Con",60,5,"Died",12,"Color_Stress_Pred_Con","Adult_278171880_12-Jun-19"
"490","P19N244","278172273","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","101",NA,"12",19.5,23.2,53,5,"Fledged","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul","Day_12_nestling_278172273_12"
"491","P19N353","281128513","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",11.75,22.5,29,5,"Fledged","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul","Day_12_nestling_281128513_12"
"492","P19N465","278172494","2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_4","61",NA,"12",24,25.4,61,6,"Fledged","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control","Day_12_nestling_278172494_12"
"493","P19N016","278172150","2019","Adult","F","24-May-19","TRES","Ithaca","Unit_2","80","1","SY",21.5,28.9,117,NA,"","","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul","Adult_278172150_24-May-19"
"494","P19N078","272107450","2019","Adult","F","31-May-19","TRES","Ithaca","Turkey_Hill","86","1","SY",23.25,27.2,119,NA,"","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control","Adult_272107450_31-May-19"
"495","P19N265","278172158","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_2","105","3","SY",17.25,27,113,NA,"","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul","Adult_278172158_15-Jun-19"
"496","P19N268","240134830","2019","Adult","M","15-Jun-19","TRES","Ithaca","Unit_4","93","1","AHY",19.5,28.2,119,NA,"","","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light","Adult_240134830_15-Jun-19"
"497","P19N384","281128809","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","75",NA,"15",14.5,NA,NA,6,"Fledged","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul","Day_15_nestling_281128809_15"
"498","P19N454","281128757","2019","Nestling","Unknown","23-Jun-19","TRES","Ithaca","Unit_2","105",NA,"15",20.5,NA,NA,5,"Fledged","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul","Day_15_nestling_281128757_15"
"499","L19N006c",NA,"2019","Nestling",NA,"11-Jun-19","TRES","Ithaca","Turkey_Hill","3",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_3_2019","Light","Light",65.25,5,"Fledged",13.05,"Light_Light","Day_6_nestling_Turkey_Hill_3_2019_L19N006c"
"500","P19N017","278172149","2019","Adult","F","24-May-19","TRES","Ithaca","Unit_2","109","1","SY",20.5,28.6,116,NA,"","","Unit_2_109_2019","Color_Stress","Cont_Dul",61,5,"Fledged",12.2,"Color_Stress_Cont_Dul","Adult_278172149_24-May-19"
"501","P19N025","212110285","2019","Adult","F","26-May-19","TRES","Ithaca","Unit_1","335","1","ASY",25,28.8,115,NA,"","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_212110285_26-May-19"
"502","P19N101","278172410","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_4","95","1","ASY",23.5,27.9,110,NA,"","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light","Adult_278172410_03-Jun-19"
"503","P19N312","278171879","2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","54","1","AHY",18,29.1,118,NA,"","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con","Adult_278171879_17-Jun-19"
"504","P19N409","281128749","2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","29",NA,"15",18,NA,NA,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul","Day_15_nestling_281128749_15"
"505","L19N008b",NA,"2019","Nestling",NA,"11-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_6_nestling_Turkey_Hill_121_2019_L19N008b"
"506","P19N034","272107698","2019","Adult","F","28-May-19","TRES","Ithaca","Unit_2","122","1","ASY",22,28.5,118,NA,"","","Unit_2_122_2019","Color_Stress","Pred_Con",64,5,"Died",12.8,"Color_Stress_Pred_Con","Adult_272107698_28-May-19"
"507","P19N319","281128404","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","50","1","SY",19,27.3,117,NA,"","","Unit_2_50_2019","","",65,5,"Fledged",13,"Control","Adult_281128404_17-Jun-19"
"508","P19N433","281128531","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","85",NA,"12",19.9,25.4,53,5,"Fledged","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul","Day_12_nestling_281128531_12"
"509","P19N455","278172413","2019","Adult","F","24-Jun-19","TRES","Ithaca","Unit_4","15","3","SY",16.75,NA,NA,NA,"","Preen gland exposed Tag a little loose, added more glue at third capture.","Unit_4_15_2019","Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control","Adult_278172413_24-Jun-19"
"510","L19N009c",NA,"2019","Nestling",NA,"12-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control","Day_6_nestling_Turkey_Hill_51_2019_L19N009c"
"511","P19N043","278172226","2019","Adult","M","28-May-19","TRES","Ithaca","Unit_1","315","1","AHY",21.75,29.1,123,NA,"","Before incubation or during incubation 
accidentally captured male instead of female","Unit_1_315_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_278172226_28-May-19"
"512","P19N213","278172402","2019","Adult","F","12-Jun-19","TRES","Ithaca","Unit_4","78","3","ASY",21.75,NA,NA,NA,"","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control","Adult_278172402_12-Jun-19"
"513","P19N281","278172310","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Turkey_Hill","11",NA,"12",22,26.1,57,5,"Died","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control","Day_12_nestling_278172310_12"
"514","P19N369","281128516","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_2","34","1","AHY",18.25,28.7,115,NA,"","","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul","Adult_281128516_19-Jun-19"
"515","P19N445","281128438","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","31",NA,"12",20,22.1,48,4,"Fledged","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul","Day_12_nestling_281128438_12"
"516","L19N011d",NA,"2019","Nestling",NA,"12-Jun-19","TRES","Ithaca","Unit_4","80",NA,"6",NA,NA,NA,NA,NA,NA,"Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light","Day_6_nestling_Unit_4_80_2019_L19N011d"
"517","P19N121","278172161","2019","Adult","M","05-Jun-19","TRES","Ithaca","Unit_2","6","1","AHY",21.5,28.8,115,NA,"","","Unit_2_6_2019","Color_Stress","Pred_Con",NA,NA,"Predation",NA,"Color_Stress_Pred_Con","Adult_278172161_05-Jun-19"
"518","P19N127","278172158","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_2","105","2","SY",18.5,NA,NA,NA,"","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul","Adult_278172158_06-Jun-19"
"519","P19N138","272106913","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","120","3","ASY",18.5,29,122,NA,"","","Unit_2_120_2019","Color_Stress","Cont_Con",71,7,"Fledged",10.1428571428571,"Color_Stress_Cont_Con","Adult_272106913_07-Jun-19"
"520","P19N256","272107450","2019","Adult","F","14-Jun-19","TRES","Ithaca","Turkey_Hill","86","3","SY",20,NA,NA,NA,"","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control","Adult_272107450_14-Jun-19"
"521","P19N300","278172320","2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","97",NA,"12",23,26.6,56,5,"Fledged","","Unit_4_97_2019","Light","Light",67.27,5,"Fledged",13.454,"Light_Light","Day_12_nestling_278172320_12"
"522","P19N407","272107816","2019","Adult","M","21-Jun-19","TRES","Ithaca","Unit_2","14","1","AHY",17.5,28.2,120,NA,"","","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul","Adult_272107816_21-Jun-19"
"523","P19N510","281128784","2019","Nestling","Unknown","05-Jul-19","TRES","Ithaca","Unit_1","79",NA,"12",22.5,24.4,64,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_79_2019","","",70,5,"Fledged",14,"Control","Day_12_nestling_281128784_12"
"524","L19N014b",NA,"2019","Nestling",NA,"14-Jun-19","TRES","Ithaca","Unit_4","71",NA,"6",NA,NA,NA,NA,NA,NA,"Unit_4_71_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_6_nestling_Unit_4_71_2019_L19N014b"
"525","P19N061","278171896","2019","Adult","F","30-May-19","TRES","Ithaca","Unit_2","78","1","SY",20.25,29.3,120,NA,"","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con","Adult_278171896_30-May-19"
"526","P19N145","281128704","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_1","58","2","SY",20.25,NA,NA,NA,"","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con","Adult_281128704_07-Jun-19"
"527","P19N269","278171895","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_2","121",NA,"15",15.25,NA,NA,1,"Fledged","","Unit_2_121_2019","Color_Stress","Cont_Dul",8,1,"Fledged",8,"Color_Stress_Cont_Dul","Day_15_nestling_278171895_15"
"528","P19N330","278172440","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",23,26,54,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_12_nestling_278172440_12"
"529","P19N456","281128766","2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_2","9",NA,"15",15.5,NA,NA,3,"Fledged","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul","Day_15_nestling_281128766_15"
"530","L19N017a",NA,"2019","Nestling",NA,"17-Jun-19","TRES","Ithaca","Turkey_Hill","97",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_97_2019","Light","Light_Control",45,5,"Fledged",9,"Light_Light_Control","Day_6_nestling_Turkey_Hill_97_2019_L19N017a"
"531","P19N074","259122557","2019","Adult","M","31-May-19","TRES","Ithaca","Unit_2","111","2","AHY",21,28.7,121,NA,"","Bolus: Yes","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul","Adult_259122557_31-May-19"
"532","P19N153","278172233","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_1","86","2","SY",19.5,NA,NA,NA,"","COLOR CONTROL","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con","Adult_278172233_08-Jun-19"
"533","P19N277","281128746","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","105",NA,"12",14.75,24.3,41,5,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul","Day_12_nestling_281128746_12"
"534","P19N358","278172449","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23,26.5,57,6,"Fledged","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light","Day_12_nestling_278172449_12"
"535","P19N467","281128681","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_1","86",NA,"15",17.25,NA,NA,3,"Fledged","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con","Day_15_nestling_281128681_15"
"536","P19N086","272106708","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_1","357","1","ASY",24,28.6,115,NA,"","","Unit_1_357_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_272106708_01-Jun-19"
"537","P19N117","278171875","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","117","2","SY",19,NA,NA,NA,"","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul","Adult_278171875_04-Jun-19"
"538","P19N119","281128707","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_1","329","1","ASY",21.25,28.2,110,NA,"","","Unit_1_329_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_281128707_04-Jun-19"
"539","P19N162","281128605","2019","Adult","M","09-Jun-19","TRES","Ithaca","Unit_2","94","1","AHY",20.5,28.9,121,NA,"","73g for 6 nestlings","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con","Adult_281128605_09-Jun-19"
"540","P19N365","278172458","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",23,25.3,50,4,"Fledged","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control","Day_12_nestling_278172458_12"
"541","P19N474","281128529","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","85",NA,"15",15,NA,NA,5,"Fledged","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul","Day_15_nestling_281128529_15"
"542","P19N052","281128402","2019","Adult","F","29-May-19","TRES","Ithaca","Unit_2","20","2","SY",19.5,NA,NA,NA,"","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con","Adult_281128402_29-May-19"
"543","P19N179","278172224","2019","Adult","F","10-Jun-19","TRES","Ithaca","Unit_1","47","3","SY",19.25,28.3,111,NA,"","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con","Adult_278172224_10-Jun-19"
"544","P19N221","278171884","2019","Nestling","Unknown","12-Jun-19","TRES","Ithaca","Unit_2","68",NA,"12",20.75,25.9,49,6,"Fledged","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul","Day_12_nestling_278171884_12"
"545","P19N392","278172325","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Turkey_Hill","86",NA,"12",20,25.9,52.5,5,"Predated","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control","Day_12_nestling_278172325_12"
"546","P19N418","281128763","2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","57",NA,"12",14.5,24.2,33,5,"Died","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con","Day_12_nestling_281128763_12"
"547","P19N485","278172294","2019","Nestling","Unknown","26-Jun-19","TRES","Ithaca","Unit_2","14",NA,"12",24,26.1,50,3,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul","Day_12_nestling_278172294_12"
"548","P19N105","272107361","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","31","1","SY",20,28.4,109,NA,"","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul","Adult_272107361_03-Jun-19"
"549","P19N195","278171871","2019","Adult","F","11-Jun-19","TRES","Ithaca","Unit_2","1","3","ASY",19,28.7,115,NA,"","Day 6 Mass: 62g/6 nestlings.
Captures #1 ans #2 were marked as SY.","Unit_2_1_2019","Color_Stress","Cont_Dul",62,6,"Died",10.3333333333333,"Color_Stress_Cont_Dul","Adult_278171871_11-Jun-19"
"550","P19N230","278172262","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_1","421",NA,"12",20.5,25.9,55,3,"Fledged","","Unit_1_421_2019","","Control",NA,NA,"Fledged",NA,"Control","Day_12_nestling_278172262_12"
"551","P19N247","278171889","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","109",NA,"12",17,25.3,53,5,"Fledged","","Unit_2_109_2019","Color_Stress","Cont_Dul",61,5,"Fledged",12.2,"Color_Stress_Cont_Dul","Day_12_nestling_278171889_12"
"552","P19N335","281128503","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",18.5,24.4,42,4,"Fledged","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con","Day_12_nestling_281128503_12"
"553","P19N400","278172471","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","71",NA,"12",22.5,24.8,53,6,"Fledged","","Unit_4_71_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_12_nestling_278172471_12"
"554","P19N113","278171872","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","3","2","SY",18,NA,NA,NA,"","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul","Adult_278171872_04-Jun-19"
"555","P19N208","272107815","2019","Adult","M","12-Jun-19","TRES","Ithaca","Unit_2","3","1","AHY",19,29.1,121,NA,"","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul","Adult_272107815_12-Jun-19"
"556","P19N237","281128721","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",17,NA,NA,6,"Fledged","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con","Day_15_nestling_281128721_15"
"557","P19N346","281128743","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",15.75,NA,NA,4,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul","Day_15_nestling_281128743_15"
"558","P19N436","278172484","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",23.5,25.7,52,5,"Fledged","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light","Day_12_nestling_278172484_12"
"559","P19N519","281128789","2019","Nestling","Unknown","09-Jul-19","TRES","Ithaca","Unit_1","19",NA,"12",21.5,25.9,45,3,"Unknown","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_19_2019","","",33,3,"",11,"Control","Day_12_nestling_281128789_12"
"560","P19N021","272106697","2019","Adult","F","25-May-19","TRES","Ithaca","Turkey_Hill","11","1","ASY",21,27.9,117,NA,"","Egg Photo
Eye Button: D8B21
On female took old RFID to put life tag","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control","Adult_272106697_25-May-19"
"561","P19N218","272107634","2019","Adult","M","12-Jun-19","TRES","Ithaca","Unit_1","90","1","AHY",20.5,29,118,NA,"","","Unit_1_90_2019","Color_Stress","Pred_Con",52,5,"Died",10.4,"Color_Stress_Pred_Con","Adult_272107634_12-Jun-19"
"562","P19N245","278172274","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","101",NA,"12",16.5,23,44,5,"Died","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul","Day_12_nestling_278172274_12"
"563","P19N248","281128737","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","39",NA,"12",19.5,25.3,55,5,"Fledged","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con","Day_12_nestling_281128737_12"
"564","P19N371","281128805","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_1","81",NA,"15",19,NA,NA,5,"Fledged","","Unit_1_81_2019","Color_Stress","Cont_Con",60,5,"Fledged",12,"Color_Stress_Cont_Con","Day_15_nestling_281128805_15"
"565","P19N079","278172405","2019","Adult","F","31-May-19","TRES","Ithaca","Turkey_Hill","134","1","SY",22.5,27.5,115,NA,"","","Turkey_Hill_134_2019","Light","Light",25.87,3,"Died",8.62333333333333,"Light_Light","Adult_278172405_31-May-19"
"566","P19N125","88004570","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_2","121","3","ASY",20.5,27.9,119,NA,"","","Unit_2_121_2019","Color_Stress","Cont_Dul",8,1,"Fledged",8,"Color_Stress_Cont_Dul","Adult_88004570_06-Jun-19"
"567","P19N266","281128405","2019","Adult","F","15-Jun-19","TRES","Ithaca","Unit_2","119","1","SY",19,27.5,108,NA,"","","Unit_2_119_2019","","",57,4,"Fledged",14.25,"Control","Adult_281128405_15-Jun-19"
"568","P19N385","281128810","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","75",NA,"15",16.25,NA,NA,6,"Fledged","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul","Day_15_nestling_281128810_15"
"569","P19N459","281128764","2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_2","57",NA,"15",14.5,NA,NA,4,"Died","Post injection bleed time on the binder is wrong","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con","Day_15_nestling_281128764_15"
"570","P19NB5",NA,"neg_control","neg_control",NA,"","","","","neg_control",NA,NA,NA,NA,NA,NA,NA,NA,"_neg_control_neg_control",NA,NA,NA,NA,NA,NA,"Control","Blank_P19NB5"
"571","L19N006d",NA,"2019","Nestling",NA,"11-Jun-19","TRES","Ithaca","Turkey_Hill","3",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_3_2019","Light","Light",65.25,5,"Fledged",13.05,"Light_Light","Day_6_nestling_Turkey_Hill_3_2019_L19N006d"
"572","P19N028","281128403","2019","Adult","F","27-May-19","TRES","Ithaca","Unit_2","94","1","SY",22,28.4,112,NA,"","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con","Adult_281128403_27-May-19"
"573","P19N032","232146942","2019","Adult","F","27-May-19","TRES","Ithaca","Unit_1","423","1","ASY",21,29.1,117,NA,"","","Unit_1_423_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_232146942_27-May-19"
"574","P19N124","278172412","2019","Adult","F","05-Jun-19","TRES","Ithaca","Unit_4","61","1","SY",22.25,29.2,114,NA,"","Egg Photo: N","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control","Adult_278172412_05-Jun-19"
"575","P19N313","281128602","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","85","3","ASY",18.5,28.5,116,NA,"","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul","Adult_281128602_17-Jun-19"
"576","P19N426","281128678","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_1","58",NA,"12",20.5,24.5,48,3,"Died","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con","Day_12_nestling_281128678_12"
"577","L19N008c",NA,"2019","Nestling",NA,"11-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_6_nestling_Turkey_Hill_121_2019_L19N008c"
"578","P19N253","281128735","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","20",NA,"12",20,25.6,53,4,"Fledged","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con","Day_12_nestling_281128735_12"
"579","P19N320","281128704","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_1","58","3","SY",17.5,28.3,120,NA,"","Bolus taken","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con","Adult_281128704_17-Jun-19"
"580","P19N439","281128440","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","54",NA,"12",15,23.7,46,6,"Fledged","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con","Day_12_nestling_281128440_12"
"581","P19N478","278172328","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_4","84",NA,"12",20.5,25.8,56,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Day 6, mass taken on day 7","Unit_4_84_2019","Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control","Day_12_nestling_278172328_12"
"582","P19N044","278172225","2019","Adult","F","28-May-19","TRES","Ithaca","Unit_1","433","1","ASY",24,29.3,113,NA,"","","Unit_1_433_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_278172225_28-May-19"
"583","P19N118","263113771","2019","Adult","M","04-Jun-19","TRES","Ithaca","Unit_1","349","1","AHY",19,27.8,120,NA,"","","Unit_1_349_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_263113771_04-Jun-19"
